Year,Country,VAR,Variable,Unit Code,Unit,PowerCode,Value
2017,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,197.07
2000,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,7.09
2002,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,5.117
2003,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,5.808
2004,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,6.1739999999999995
2005,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,2.185
2006,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,4.258
2007,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,6.825
2008,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,7.765
2009,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,8.46
2010,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,9.201
2011,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,10.386
2012,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,13.338
2013,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,10.925999999999998
2014,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,10.562999999999999
2015,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,14.968
2016,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,23.171999999999997
2017,Slovak Republic,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,29.85
2000,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,2.121
2002,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,2.404
2003,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,3.117
2004,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,3.2539999999999996
2005,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,0.9990000000000001
2006,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,0.9420000000000001
2007,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,2.5580000000000003
2008,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,3.7430000000000003
2009,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,4.49
2010,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,5.7410000000000005
2011,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,6.224
2012,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,8.427999999999999
2013,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,6.667000000000001
2014,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,5.194
2015,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,7.67
2016,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,15.525
2017,Slovak Republic,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,21.061999999999998
2000,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,4.968999999999999
2002,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,2.713
2003,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,2.6910000000000003
2004,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,2.9210000000000003
2005,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,1.186
2006,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,3.3160000000000003
2007,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,4.268
2008,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,4.022
2009,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,3.97
2010,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,3.46
2011,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,4.162
2012,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,4.91
2013,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,4.2589999999999995
2014,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,5.369
2015,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,7.297999999999999
2016,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,7.647
2017,Slovak Republic,COMPST_SHARE,% Composting,PC,Percentage,Units,8.788
2000,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,11.97
2002,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,6.3
2003,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,6.319
2004,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.293
2005,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.153
2006,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.017
2007,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,7.62
2008,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,9.866
2009,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,11.161
2010,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,9.998
2011,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.876
2012,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,9.913
2013,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.73
2014,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.921
2015,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.777999999999999
2016,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.487
2017,Slovak Republic,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,9.579
2000,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.29100000000000004
2002,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,4.496
2003,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,4.431
2004,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,4.85
2005,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,13.089
2006,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,13.17
2007,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,4.229
2008,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.003
2009,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.163
2010,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.722
2011,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.237
2012,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.23199999999999998
2013,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2014,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.23399999999999999
2015,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2016,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2017,Slovak Republic,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2000,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,12.261
2002,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.796
2003,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.75
2004,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,13.144
2005,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,13.242
2006,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,13.187000000000001
2007,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,11.849
2008,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,9.869
2009,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,11.324000000000002
2010,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.72
2011,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,11.112
2012,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.145
2013,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.73
2014,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,11.155999999999999
2015,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.777999999999999
2016,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,10.487
2017,Slovak Republic,INC_SHARE,% Incineration,PC,Percentage,Units,9.579
2000,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,61.869
2002,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,77.572
2003,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,77.58800000000001
2004,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,80.241
2005,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,82.834
2006,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,81.168
2007,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,79.545
2008,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,80.078
2009,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,78.331
2010,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,77.503
2011,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,74.29
2012,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,73.185
2013,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,71.175
2014,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,68.04
2015,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,69.029
2016,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,65.945
2017,Slovak Republic,LANDF_SHARE,% Landfill,PC,Percentage,Units,60.571000000000005
2000,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,26505.0
2001,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,26616.0
2002,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,26404.0
2003,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,27270.0
2004,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,25746.0
2005,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,25683.0
2006,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,26209.19
2007,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,26153.99
2008,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,25316.94
2009,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,25107.98
2010,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,23774.42
2011,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,22672.41
2012,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,21896.34
2013,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,21184.2
2014,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,20836.4
2015,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,21157.8
2016,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,21541.8
2017,Spain,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,21529.5
2008,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,25316.94
2009,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,25107.98
2010,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,23774.42
2011,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,22672.41
2012,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,21896.34
2013,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,21184.2
2014,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,20836.4
2015,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,21157.8
2016,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,21541.8
2017,Spain,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,21529.5
2008,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,12225.5
2009,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,10568.07
2010,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,8985.53
2011,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,8396.21
2012,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,8633.7
2013,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,9383.3
2014,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,8813.8
2015,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,9029.2
2016,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,9883.9
2017,Spain,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,9992.3
2008,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3898.39
2009,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3810.97
2010,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,4174.67
2011,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3782.46
2012,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,4277.34
2013,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3284.3
2014,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3525.5
2015,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3892.0
2016,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3944.8
2017,Spain,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3899.9
2008,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,6157.57
2009,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,4516.48
2010,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,2767.07
2011,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,2271.93
2012,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,2244.67
2013,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,3606.6
2014,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,2894.3
2015,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,2451.9
2016,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,3350.1
2017,Spain,COMPOST,Composting,TONNE,Tonnes,Thousands,3312.0
2008,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2169.54
2009,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2240.62
2010,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2043.79
2011,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2341.82
2012,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2111.69
2013,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2492.4
2014,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2394.0
2015,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2685.3
2016,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2589.0
2017,Spain,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2780.4
2017,Spain,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2008,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,13091.44
2009,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,14539.91
2010,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,14788.89
2011,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,14276.2
2012,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,13262.64
2013,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,11800.9
2014,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,12022.6
2015,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,12128.6
2016,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,11657.9
2017,Spain,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,11537.2
2008,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2009,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2010,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2011,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2012,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2013,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2014,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2015,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2016,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2017,Spain,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2008,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,13091.44
2009,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,14539.91
2010,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,14788.89
2011,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,14276.2
2012,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,13262.64
2013,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,11800.9
2014,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,12022.6
2015,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,12128.6
2016,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,11657.9
2017,Spain,LANDFILL,Landfill,TONNE,Tonnes,Thousands,11537.2
2017,Spain,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2008,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2169.54
2009,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2240.62
2010,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2043.79
2011,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2341.82
2012,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2111.69
2013,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2492.4
2014,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2394.0
2015,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2685.3
2016,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2589.0
2017,Spain,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,2780.4
2008,Spain,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,39.72
2009,Spain,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,33.167
2010,Spain,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,29.198
2011,Spain,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,26.704
2012,Spain,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,29.785999999999998
2013,Spain,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,32.528
