Year,Country,VAR,Value
2006,Belgium,TOTAL_LULU,141140.254
2007,Belgium,TOTAL_LULU,137650.424
2008,Belgium,TOTAL_LULU,137773.063
2009,Belgium,TOTAL_LULU,125192.817
2010,Belgium,TOTAL_LULU,132590.984
2011,Belgium,TOTAL_LULU,122038.966
2012,Belgium,TOTAL_LULU,119121.931
2013,Belgium,TOTAL_LULU,118982.271
2014,Belgium,TOTAL_LULU,113221.696
2015,Belgium,TOTAL_LULU,116826.374
2016,Belgium,TOTAL_LULU,115497.669
2017,Belgium,TOTAL_LULU,114280.485
2000,Norway,TOTAL_LULU,30422.826
2001,Norway,TOTAL_LULU,29801.305
2002,Norway,TOTAL_LULU,28000.643
2003,Norway,TOTAL_LULU,27211.345
2004,Norway,TOTAL_LULU,28370.241
2005,Norway,TOTAL_LULU,30224.284
2006,Norway,TOTAL_LULU,28187.663
2007,Norway,TOTAL_LULU,30099.199
2008,Norway,TOTAL_LULU,27924.065
2009,Norway,TOTAL_LULU,22829.901
2010,Norway,TOTAL_LULU,29008.863
2011,Norway,TOTAL_LULU,26687.937
2012,Norway,TOTAL_LULU,29606.635
2013,Norway,TOTAL_LULU,28799.884
2014,Norway,TOTAL_LULU,30054.893
2015,Norway,TOTAL_LULU,31237.306
2016,Norway,TOTAL_LULU,29829.02
2017,Norway,TOTAL_LULU,27721.585
2000,United Kingdom,TOTAL_LULU,711812.464
2001,United Kingdom,TOTAL_LULU,714076.413
2002,United Kingdom,TOTAL_LULU,693601.442
2003,United Kingdom,TOTAL_LULU,700333.191
2004,United Kingdom,TOTAL_LULU,696261.786
2005,United Kingdom,TOTAL_LULU,688050.143
2006,United Kingdom,TOTAL_LULU,680343.153
2007,United Kingdom,TOTAL_LULU,668038.598
2008,United Kingdom,TOTAL_LULU,647108.694
2009,United Kingdom,TOTAL_LULU,591079.118
2010,United Kingdom,TOTAL_LULU,605250.864
2011,United Kingdom,TOTAL_LULU,557586.021
2012,United Kingdom,TOTAL_LULU,574648.774
2013,United Kingdom,TOTAL_LULU,560559.554
2014,United Kingdom,TOTAL_LULU,519938.083
2015,United Kingdom,TOTAL_LULU,502268.324
2016,United Kingdom,TOTAL_LULU,477236.105
2017,United Kingdom,TOTAL_LULU,464453.437
2000,Korea,ENER_MANUF,129863
2001,Korea,ENER_MANUF,130286
2002,Korea,ENER_MANUF,135871
2003,Korea,ENER_MANUF,138131
2004,Korea,ENER_MANUF,135572
2005,Korea,ENER_MANUF,134935
2006,Korea,ENER_MANUF,136343
2007,Korea,ENER_MANUF,142837
2008,Korea,ENER_MANUF,147501
2009,Korea,ENER_MANUF,137446
2010,Korea,ENER_MANUF,161838
2011,Korea,ENER_MANUF,183163
2012,Korea,ENER_MANUF,180437
2013,Korea,ENER_MANUF,182539
2014,Korea,ENER_MANUF,194691
2015,Korea,ENER_MANUF,189440
2016,Korea,ENER_MANUF,184258
2000,Australia,TOTAL_LULU,536153.694
2001,Australia,TOTAL_LULU,564811.96
2002,Australia,TOTAL_LULU,562038.895
2003,Australia,TOTAL_LULU,572493.88
2004,Australia,TOTAL_LULU,581962.017
2005,Australia,TOTAL_LULU,610587.52
2006,Australia,TOTAL_LULU,611487.956
2007,Australia,TOTAL_LULU,627027.926
2008,Australia,TOTAL_LULU,615682.256
2009,Australia,TOTAL_LULU,610620.175
2010,Australia,TOTAL_LULU,585955.428
2011,Australia,TOTAL_LULU,567659.994
2012,Australia,TOTAL_LULU,558726.007
2013,Australia,TOTAL_LULU,537737.348
2014,Australia,TOTAL_LULU,533056.36
2015,Australia,TOTAL_LULU,531635.837
2016,Australia,TOTAL_LULU,530430.528
2017,Australia,TOTAL_LULU,534695.448
2000,Austria,TOTAL_LULU,63996.245
2001,Austria,TOTAL_LULU,65058.987
2002,Austria,TOTAL_LULU,71848.66
2003,Austria,TOTAL_LULU,86919.31
2004,Austria,TOTAL_LULU,82194.593
2005,Austria,TOTAL_LULU,81907.243
2006,Austria,TOTAL_LULU,84948.161
2007,Austria,TOTAL_LULU,81976.185
2008,Austria,TOTAL_LULU,82554.35
2009,Austria,TOTAL_LULU,75796.428
2010,Austria,TOTAL_LULU,78889.519
2011,Austria,TOTAL_LULU,76369.368
2012,Austria,TOTAL_LULU,74344.448
2013,Austria,TOTAL_LULU,75835.454
2014,Austria,TOTAL_LULU,71955.806
2015,Austria,TOTAL_LULU,74346.161
2016,Austria,TOTAL_LULU,75217.28
2017,Austria,TOTAL_LULU,77355.423
2005,Greece,ENER_OTH,527.033
2006,Greece,ENER_OTH,654.098
2007,Greece,ENER_OTH,551.806
2008,Greece,ENER_OTH,702.135
2009,Greece,ENER_OTH,251.814
2010,Greece,ENER_OTH,244.551
2011,Greece,ENER_OTH,217.366
2012,Greece,ENER_OTH,212.722
2013,Greece,ENER_OTH,237.287
2014,Greece,ENER_OTH,190.181
2015,Greece,ENER_OTH,208.077
2016,Greece,ENER_OTH,200.744
2017,Greece,ENER_OTH,183.855
2000,Hungary,ENER_OTH,14.384
2001,Hungary,ENER_OTH,14.384
2002,Hungary,ENER_OTH,14.384
2003,Hungary,ENER_OTH,14.384
2004,Hungary,ENER_OTH,14.384
2005,Hungary,ENER_OTH,14.384
2006,Hungary,ENER_OTH,10.726
2007,Hungary,ENER_OTH,10.726
2008,Hungary,ENER_OTH,10.726
2009,Hungary,ENER_OTH,10.726
2010,Hungary,ENER_OTH,10.726
2011,Hungary,ENER_OTH,18.041
2012,Hungary,ENER_OTH,18.041
2013,Hungary,ENER_OTH,18.041
2014,Hungary,ENER_OTH,18.041
2015,Hungary,ENER_OTH,18.041
2016,Hungary,ENER_OTH,21.846
2017,Hungary,ENER_OTH,24.991
2000,New Zealand,TOTAL_LULU,45115.162
2001,New Zealand,TOTAL_LULU,48072.356
2002,New Zealand,TOTAL_LULU,50845.921
2003,New Zealand,TOTAL_LULU,51904.255
2004,New Zealand,TOTAL_LULU,51627.707
2005,New Zealand,TOTAL_LULU,54465.142
2006,New Zealand,TOTAL_LULU,56630.261
2007,New Zealand,TOTAL_LULU,55963.766
2008,New Zealand,TOTAL_LULU,48856.94
2009,New Zealand,TOTAL_LULU,48100.213
2010,New Zealand,TOTAL_LULU,47805.049
2011,New Zealand,TOTAL_LULU,52112.949
2012,New Zealand,TOTAL_LULU,55465.339
2013,New Zealand,TOTAL_LULU,57442.574
2014,New Zealand,TOTAL_LULU,55370.638
2015,New Zealand,TOTAL_LULU,55877.274
2016,New Zealand,TOTAL_LULU,54304.544
2017,New Zealand,TOTAL_LULU,56895.019
2000,Norway,ENER_CO2,9.324
2001,Norway,ENER_CO2,4.056
2002,Norway,ENER_CO2,8.573
2003,Norway,ENER_CO2,24.916
2004,Norway,ENER_CO2,22.383
2005,Norway,ENER_CO2,7.197
2006,Norway,ENER_CO2,3.477
2007,Norway,ENER_CO2,77.919
2008,Norway,ENER_CO2,108.984
2009,Norway,ENER_CO2,56.422
2010,Norway,ENER_CO2,96.786
2011,Norway,ENER_CO2,91.168
2012,Norway,ENER_CO2,62.905
2013,Norway,ENER_CO2,33.532
2014,Norway,ENER_CO2,44.016
2015,Norway,ENER_CO2,41.967
2016,Norway,ENER_CO2,10.645
2017,Norway,ENER_CO2,10.645
2000,Spain,ENER_OTH,426.106
2001,Spain,ENER_OTH,432.661
2002,Spain,ENER_OTH,416.432
2003,Spain,ENER_OTH,437.958
2004,Spain,ENER_OTH,479.503
2005,Spain,ENER_OTH,505.231
2006,Spain,ENER_OTH,524.202
2007,Spain,ENER_OTH,538.716
2008,Spain,ENER_OTH,594.94
2009,Spain,ENER_OTH,510.45
2010,Spain,ENER_OTH,559.004
2011,Spain,ENER_OTH,564.031
2012,Spain,ENER_OTH,476.404
2013,Spain,ENER_OTH,333.215
2014,Spain,ENER_OTH,411.054
2015,Spain,ENER_OTH,521.304
2016,Spain,ENER_OTH,489.899
2017,Spain,ENER_OTH,485.949
2000,United States,TOTAL_LULU,6464573.03
2001,United States,TOTAL_LULU,6394679.842
2002,United States,TOTAL_LULU,6434598.315
2003,United States,TOTAL_LULU,6570141.437
2004,United States,TOTAL_LULU,6665023.541
2005,United States,TOTAL_LULU,6599005.62
2006,United States,TOTAL_LULU,6531849.42
2007,United States,TOTAL_LULU,6670236.969
2008,United States,TOTAL_LULU,6506376.559
2009,United States,TOTAL_LULU,6024079.141
2010,United States,TOTAL_LULU,6269233.153
2011,United States,TOTAL_LULU,6055842.599
2012,United States,TOTAL_LULU,5819867.593
2013,United States,TOTAL_LULU,5996757.881
2014,United States,TOTAL_LULU,6089976.918
2015,United States,TOTAL_LULU,5912718.304
2016,United States,TOTAL_LULU,5769653.508
2017,United States,TOTAL_LULU,5742622.754
2000,Chile,ENER_IND,14908.324
2001,Chile,ENER_IND,13078.177
2002,Chile,ENER_IND,14228.563
2003,Chile,ENER_IND,15610.567
2004,Chile,ENER_IND,19636.529
2005,Chile,ENER_IND,18955.205
2006,Chile,ENER_IND,19789.529
2007,Chile,ENER_IND,26632.84
2008,Chile,ENER_IND,27161.777
2009,Chile,ENER_IND,25510.481
2010,Chile,ENER_IND,25809.804
2011,Chile,ENER_IND,31939.968
2012,Chile,ENER_IND,34173.542
2013,Chile,ENER_IND,33097.083
2014,Chile,ENER_IND,30196.872
2015,Chile,ENER_IND,34500.975
2016,Chile,ENER_IND,35711.08
2000,Chile,ENER_MANUF,13012.67
2001,Chile,ENER_MANUF,13657.793
2002,Chile,ENER_MANUF,12796.75
2003,Chile,ENER_MANUF,12808.341
2004,Chile,ENER_MANUF,12172.075
2005,Chile,ENER_MANUF,12969.24
2006,Chile,ENER_MANUF,13543.769
2007,Chile,ENER_MANUF,14543.741
2008,Chile,ENER_MANUF,14223.312
2009,Chile,ENER_MANUF,13323.677
2010,Chile,ENER_MANUF,13948.67
2011,Chile,ENER_MANUF,13712.869
2012,Chile,ENER_MANUF,15523.888
2013,Chile,ENER_MANUF,14569.059
2014,Chile,ENER_MANUF,16552.616
2015,Chile,ENER_MANUF,16245.978
2016,Chile,ENER_MANUF,16129.191
2000,Chile,ENER_OSECT,7255.319
2001,Chile,ENER_OSECT,7284.951
2002,Chile,ENER_OSECT,7192.217
2003,Chile,ENER_OSECT,6679.718
2004,Chile,ENER_OSECT,7335.714
2005,Chile,ENER_OSECT,6949.899
2006,Chile,ENER_OSECT,6777.647
2007,Chile,ENER_OSECT,6907.932
2008,Chile,ENER_OSECT,7059.771
2009,Chile,ENER_OSECT,7461.375
2010,Chile,ENER_OSECT,7917.465
2011,Chile,ENER_OSECT,8783.381
2012,Chile,ENER_OSECT,7757.729
2013,Chile,ENER_OSECT,7467.153
2014,Chile,ENER_OSECT,7115.029
2015,Chile,ENER_OSECT,7490.503
2016,Chile,ENER_OSECT,8358.931
2000,Israel,ENER_IND,36571.32
2003,Israel,ENER_IND,40441.068
2004,Israel,ENER_IND,40916.505
2005,Israel,ENER_IND,40976.718
2006,Israel,ENER_IND,41647.539
2007,Israel,ENER_IND,43716.067
2008,Israel,ENER_IND,43529.719
2009,Israel,ENER_IND,41324.32
2010,Israel,ENER_IND,42342.219
2011,Israel,ENER_IND,43757.376
2012,Israel,ENER_IND,48900.929
2013,Israel,ENER_IND,42973.315
2014,Israel,ENER_IND,40181.957
2015,Israel,ENER_IND,42030.501
2016,Israel,ENER_IND,40209.78
2000,Israel,ENER_MANUF,6787.75
2003,Israel,ENER_MANUF,5968.182
2004,Israel,ENER_MANUF,5774.306
2005,Israel,ENER_MANUF,5909.149
2006,Israel,ENER_MANUF,5810.996
2007,Israel,ENER_MANUF,5874.452
2008,Israel,ENER_MANUF,5732.659
2009,Israel,ENER_MANUF,5293.423
2010,Israel,ENER_MANUF,5254.765
2011,Israel,ENER_MANUF,5452.309
2012,Israel,ENER_MANUF,5222.893
2013,Israel,ENER_MANUF,4989.347
2014,Israel,ENER_MANUF,5233.366
2015,Israel,ENER_MANUF,4933.572
2016,Israel,ENER_MANUF,5075.82
2000,Israel,ENER_OSECT,1584.37
2003,Israel,ENER_OSECT,1171.421
2004,Israel,ENER_OSECT,1164.716
2005,Israel,ENER_OSECT,1192.238
2006,Israel,ENER_OSECT,1150.164
2007,Israel,ENER_OSECT,1103.989
2008,Israel,ENER_OSECT,985.812
2009,Israel,ENER_OSECT,951.205
2010,Israel,ENER_OSECT,808.101
2011,Israel,ENER_OSECT,934.555
2012,Israel,ENER_OSECT,921.657
2013,Israel,ENER_OSECT,844.742
2014,Israel,ENER_OSECT,855.877
2015,Israel,ENER_OSECT,865.702
2016,Israel,ENER_OSECT,876.791
2000,Israel,TOTAL_LULU,66950.19
2003,Israel,TOTAL_LULU,71161.315
2004,Israel,TOTAL_LULU,71612.367
2005,Israel,TOTAL_LULU,72024.74
2006,Israel,TOTAL_LULU,73385.336
2007,Israel,TOTAL_LULU,76545.385
2008,Israel,TOTAL_LULU,78088.659
2009,Israel,TOTAL_LULU,74201.001
2010,Israel,TOTAL_LULU,76824.541
2011,Israel,TOTAL_LULU,78773.183
2012,Israel,TOTAL_LULU,84703.188
2013,Israel,TOTAL_LULU,79277.628
2014,Israel,TOTAL_LULU,76793.931
2015,Israel,TOTAL_LULU,80459.356
2016,Israel,TOTAL_LULU,79728.847
2000,OECD - Europe,ENER_CO2,9.45
2001,OECD - Europe,ENER_CO2,4.182
2002,OECD - Europe,ENER_CO2,8.699
2003,OECD - Europe,ENER_CO2,25.042
2004,OECD - Europe,ENER_CO2,22.509
2005,OECD - Europe,ENER_CO2,7.323
2006,OECD - Europe,ENER_CO2,3.603
2007,OECD - Europe,ENER_CO2,78.045
2008,OECD - Europe,ENER_CO2,109.11
2009,OECD - Europe,ENER_CO2,56.548
2010,OECD - Europe,ENER_CO2,96.912
2011,OECD - Europe,ENER_CO2,91.294
2012,OECD - Europe,ENER_CO2,63.031
2013,OECD - Europe,ENER_CO2,33.658
2014,OECD - Europe,ENER_CO2,44.142
2015,OECD - Europe,ENER_CO2,42.093
2016,OECD - Europe,ENER_CO2,10.771
2017,OECD - Europe,ENER_CO2,10.771
2000,OECD - Europe,TOTAL_LULU,5020926.594
2001,OECD - Europe,TOTAL_LULU,5010979.781
2002,OECD - Europe,TOTAL_LULU,4984503.906
2003,OECD - Europe,TOTAL_LULU,5093361.438
2004,OECD - Europe,TOTAL_LULU,5074116.313
2005,OECD - Europe,TOTAL_LULU,5072732.094
2006,OECD - Europe,TOTAL_LULU,5065608.875
2007,OECD - Europe,TOTAL_LULU,5071196.313
2008,OECD - Europe,TOTAL_LULU,4926526.219
2009,OECD - Europe,TOTAL_LULU,4589280.844
2010,OECD - Europe,TOTAL_LULU,4713140.031
2011,OECD - Europe,TOTAL_LULU,4572130.563
2012,OECD - Europe,TOTAL_LULU,4548265.531
2013,OECD - Europe,TOTAL_LULU,4457629.438
2014,OECD - Europe,TOTAL_LULU,4316032.656
2015,OECD - Europe,TOTAL_LULU,4329250.75
2016,OECD - Europe,TOTAL_LULU,4350942.656
2017,OECD - Europe,TOTAL_LULU,4414732.688
2000,Korea,ENER_IND,135134
2001,Korea,ENER_IND,146278
2002,Korea,ENER_IND,154731
2003,Korea,ENER_IND,158817
2004,Korea,ENER_IND,172304
2005,Korea,ENER_IND,177493
2006,Korea,ENER_IND,186600
2007,Korea,ENER_IND,198060
2008,Korea,ENER_IND,211329
2009,Korea,ENER_IND,230389
2010,Korea,ENER_IND,255839
2011,Korea,ENER_IND,263611
2012,Korea,ENER_IND,267636
2013,Korea,ENER_IND,274069
2014,Korea,ENER_IND,259259
2015,Korea,ENER_IND,261496
2016,Korea,ENER_IND,262798
2000,Korea,ENER_OSECT,75927
2001,Korea,ENER_OSECT,75266
2002,Korea,ENER_OSECT,74969
2003,Korea,ENER_OSECT,73446
2004,Korea,ENER_OSECT,70028
2005,Korea,ENER_OSECT,72638
2006,Korea,ENER_OSECT,67616
2007,Korea,ENER_OSECT,66192
2008,Korea,ENER_OSECT,63951
2009,Korea,ENER_OSECT,61324
2010,Korea,ENER_OSECT,62721
2011,Korea,ENER_OSECT,62342
2012,Korea,ENER_OSECT,62366
2013,Korea,ENER_OSECT,61210
2014,Korea,ENER_OSECT,56151
2015,Korea,ENER_OSECT,57270
2016,Korea,ENER_OSECT,59073
2000,Korea,LULUCF,-59251
2001,Korea,LULUCF,-58717
2002,Korea,LULUCF,-56446
2003,Korea,LULUCF,-55765
2004,Korea,LULUCF,-57016
2005,Korea,LULUCF,-54860
2006,Korea,LULUCF,-56025
2007,Korea,LULUCF,-56661
2008,Korea,LULUCF,-57535
2009,Korea,LULUCF,-57080
2010,Korea,LULUCF,-54421
2011,Korea,LULUCF,-54200
2012,Korea,LULUCF,-49133
2013,Korea,LULUCF,-44742
2014,Korea,LULUCF,-42671
2015,Korea,LULUCF,-42865
2016,Korea,LULUCF,-44452
2000,Korea,TOTAL_LULU,442179
2001,Korea,TOTAL_LULU,455920
2002,Korea,TOTAL_LULU,479564
2003,Korea,TOTAL_LULU,490563
2004,Korea,TOTAL_LULU,498155
2005,Korea,TOTAL_LULU,504286
2006,Korea,TOTAL_LULU,508431
2007,Korea,TOTAL_LULU,522866
2008,Korea,TOTAL_LULU,535174
2009,Korea,TOTAL_LULU,540484
2010,Korea,TOTAL_LULU,603007
2011,Korea,TOTAL_LULU,628745
2012,Korea,TOTAL_LULU,637993
2013,Korea,TOTAL_LULU,652007
2014,Korea,TOTAL_LULU,648273
2015,Korea,TOTAL_LULU,650059
2016,Korea,TOTAL_LULU,649614
2000,Colombia,TOTAL_LULU,208262.04
2001,Colombia,TOTAL_LULU,187990.984
2002,Colombia,TOTAL_LULU,188157.33
2003,Colombia,TOTAL_LULU,203501.429
2004,Colombia,TOTAL_LULU,205987.539
2005,Colombia,TOTAL_LULU,199787.76
2006,Colombia,TOTAL_LULU,205540.066
2007,Colombia,TOTAL_LULU,212914.527
2008,Colombia,TOTAL_LULU,204787.878
2009,Colombia,TOTAL_LULU,205064.215
2010,Colombia,TOTAL_LULU,207084.477
2011,Colombia,TOTAL_LULU,207272.174
2012,Colombia,TOTAL_LULU,211554.621
2013,Colombia,TOTAL_LULU,208722.278
2014,Colombia,TOTAL_LULU,214314.608
2005,China (People's Republic of),TOTAL_LULU,7045044.724
2012,China (People's Republic of),TOTAL_LULU,11320248.2
2000,Mexico,ENER_OSECT,79547.984
2001,Mexico,ENER_OSECT,74003.95
2002,Mexico,ENER_OSECT,71701.647
2003,Mexico,ENER_OSECT,74155.045
2004,Mexico,ENER_OSECT,70568.038
2005,Mexico,ENER_OSECT,71133.659
2006,Mexico,ENER_OSECT,76142.649
2007,Mexico,ENER_OSECT,90441.572
2008,Mexico,ENER_OSECT,125381.138
2009,Mexico,ENER_OSECT,113244.482
2010,Mexico,ENER_OSECT,96223.866
2011,Mexico,ENER_OSECT,86846.905
2012,Mexico,ENER_OSECT,75876.812
2013,Mexico,ENER_OSECT,76272.895
2014,Mexico,ENER_OSECT,84683.235
2015,Mexico,ENER_OSECT,81396.982
2000,India,TOTAL_LULU,1301204.34
2010,India,TOTAL_LULU,1848317.78
2000,Mexico,ENER_IND,143739.879
2001,Mexico,ENER_IND,147559.022
2002,Mexico,ENER_IND,146826.88
2003,Mexico,ENER_IND,159118.971
2004,Mexico,ENER_IND,157715.112
2005,Mexico,ENER_IND,162825.027
2006,Mexico,ENER_IND,162390.769
2007,Mexico,ENER_IND,162632.452
2008,Mexico,ENER_IND,160577.458
2009,Mexico,ENER_IND,166651.405
2010,Mexico,ENER_IND,168774.892
2011,Mexico,ENER_IND,172186.657
2012,Mexico,ENER_IND,181606.043
2013,Mexico,ENER_IND,186263.771
2014,Mexico,ENER_IND,179947.846
2015,Mexico,ENER_IND,181241.981
2005,China (People's Republic of),LULUCF,-420817
2012,China (People's Republic of),LULUCF,-575516.8
2000,Mexico,ENER_TRANS,117209.093
2001,Mexico,ENER_TRANS,117440.777
2002,Mexico,ENER_TRANS,119811.557
2003,Mexico,ENER_TRANS,127479.628
2004,Mexico,ENER_TRANS,135076.858
2005,Mexico,ENER_TRANS,139304.026
2006,Mexico,ENER_TRANS,147739.093
2007,Mexico,ENER_TRANS,158938.915
2008,Mexico,ENER_TRANS,168198.001
2009,Mexico,ENER_TRANS,161207.233
2010,Mexico,ENER_TRANS,164226.385
2011,Mexico,ENER_TRANS,167477.78
2012,Mexico,ENER_TRANS,167825.341
2013,Mexico,ENER_TRANS,164759.898
2014,Mexico,ENER_TRANS,163402.742
2015,Mexico,ENER_TRANS,171354.836
2000,India,LULUCF,-222562.22
2010,India,LULUCF,-252531.95
2000,Mexico,ENER_MANUF,48027.465
2001,Mexico,ENER_MANUF,45012.872
2002,Mexico,ENER_MANUF,64789.935
2003,Mexico,ENER_MANUF,44857.912
2004,Mexico,ENER_MANUF,51916.311
2005,Mexico,ENER_MANUF,54404.525
2006,Mexico,ENER_MANUF,60518.791
2007,Mexico,ENER_MANUF,57970.622
2008,Mexico,ENER_MANUF,57929.357
2009,Mexico,ENER_MANUF,50210.314
2010,Mexico,ENER_MANUF,53258.597
2011,Mexico,ENER_MANUF,61831.483
2012,Mexico,ENER_MANUF,56988.898
2013,Mexico,ENER_MANUF,61042.943
2014,Mexico,ENER_MANUF,58726.238
2015,Mexico,ENER_MANUF,63490.196
2000,Argentina,TOTAL,280308.986
2001,Argentina,TOTAL,276902.595
2002,Argentina,TOTAL,269315.644
2003,Argentina,TOTAL,286381.632
2004,Argentina,TOTAL,298167.359
2005,Argentina,TOTAL,307492.666
2006,Argentina,TOTAL,321462.033
2007,Argentina,TOTAL,335854.126
2008,Argentina,TOTAL,331802.165
2009,Argentina,TOTAL,322554.23
2010,Argentina,TOTAL,300695.19
2011,Argentina,TOTAL,310314.526
2012,Argentina,TOTAL,310670.242
2013,Argentina,TOTAL,321011.892
2014,Argentina,TOTAL,322554.612
2000,Argentina,ENER,144647.603
2001,Argentina,ENER,134416.009
2002,Argentina,ENER,126990.216
2003,Argentina,ENER,134679.639
2004,Argentina,ENER,147202.48
2005,Argentina,ENER,153583.989
2006,Argentina,ENER,163284.935
2007,Argentina,ENER,176271.153
2008,Argentina,ENER,179889.682
2009,Argentina,ENER,175596.489
2010,Argentina,ENER,182101.564
2011,Argentina,ENER,190651.135
2012,Argentina,ENER,189624.011
2013,Argentina,ENER,193650.254
2014,Argentina,ENER,193477.196
2000,Argentina,IND_PROC,10885.594
2001,Argentina,IND_PROC,10576.842
2002,Argentina,IND_PROC,11208.316
2003,Argentina,IND_PROC,12198.877
2004,Argentina,IND_PROC,13146.015
2005,Argentina,IND_PROC,14491.425
2006,Argentina,IND_PROC,15127.064
2007,Argentina,IND_PROC,15764.482
2008,Argentina,IND_PROC,15117.246
2009,Argentina,IND_PROC,12766.635
2010,Argentina,IND_PROC,15038.688
2011,Argentina,IND_PROC,16209.16
2012,Argentina,IND_PROC,15384.33
2013,Argentina,IND_PROC,16378.753
2014,Argentina,IND_PROC,16578.472
2000,Argentina,AGR,113610.113
2001,Argentina,AGR,120202.475
2002,Argentina,AGR,119121.007
2003,Argentina,AGR,127032.851
2004,Argentina,AGR,124918.774
2005,Argentina,AGR,126098.814
2006,Argentina,AGR,129366.417
2007,Argentina,AGR,130050.699
2008,Argentina,AGR,123143.712
2009,Argentina,AGR,120790.099
2010,Argentina,AGR,89875.926
2011,Argentina,AGR,89672.038
2012,Argentina,AGR,91915.937
2013,Argentina,AGR,97196.495
2014,Argentina,AGR,98599.631
2000,Argentina,WAS,11165.676
2001,Argentina,WAS,11707.27
2002,Argentina,WAS,11996.105
2003,Argentina,WAS,12470.264
2004,Argentina,WAS,12900.09
2005,Argentina,WAS,13318.439
2006,Argentina,WAS,13683.617
2007,Argentina,WAS,13767.791
2008,Argentina,WAS,13651.526
2009,Argentina,WAS,13401.007
2010,Argentina,WAS,13679.012
2011,Argentina,WAS,13782.193
2012,Argentina,WAS,13745.964
2013,Argentina,WAS,13786.39
2014,Argentina,WAS,13899.313
2000,Argentina,LULUCF,68865.619
2001,Argentina,LULUCF,72435.3
2002,Argentina,LULUCF,76004.98
2003,Argentina,LULUCF,79574.661
2004,Argentina,LULUCF,83144.342
2005,Argentina,LULUCF,86714.022
2006,Argentina,LULUCF,90283.703
2007,Argentina,LULUCF,93853.384
2008,Argentina,LULUCF,97423.064
2009,Argentina,LULUCF,100992.745
2010,Argentina,LULUCF,104709.926
2011,Argentina,LULUCF,83120.176
2012,Argentina,LULUCF,61530.425
2013,Argentina,LULUCF,56812.179
2014,Argentina,LULUCF,45740.634
2000,Argentina,TOTAL_LULU,349174.605
2001,Argentina,TOTAL_LULU,349337.895
2002,Argentina,TOTAL_LULU,345320.625
2003,Argentina,TOTAL_LULU,365956.293
2004,Argentina,TOTAL_LULU,381311.701
2005,Argentina,TOTAL_LULU,394206.689
2006,Argentina,TOTAL_LULU,411745.736
2007,Argentina,TOTAL_LULU,429707.51
2008,Argentina,TOTAL_LULU,429225.229
2009,Argentina,TOTAL_LULU,423546.975
2010,Argentina,TOTAL_LULU,405405.116
2011,Argentina,TOTAL_LULU,393434.701
2012,Argentina,TOTAL_LULU,372200.667
2013,Argentina,TOTAL_LULU,377824.071
2014,Argentina,TOTAL_LULU,368295.246
2000,OECD - Total,ENER_IND,4980872
2001,OECD - Total,ENER_IND,5000628.5
2002,OECD - Total,ENER_IND,5069495.5
2003,OECD - Total,ENER_IND,5199573
2004,OECD - Total,ENER_IND,5244827.5
2005,OECD - Total,ENER_IND,5344141
2006,OECD - Total,ENER_IND,5306890
2007,OECD - Total,ENER_IND,5479085
2008,OECD - Total,ENER_IND,5342910
2009,OECD - Total,ENER_IND,4995535
2010,OECD - Total,ENER_IND,5192032.5
2011,OECD - Total,ENER_IND,5139092
2012,OECD - Total,ENER_IND,5078472
2013,OECD - Total,ENER_IND,5021047
2014,OECD - Total,ENER_IND,4884271
2015,OECD - Total,ENER_IND,4730868.5
2016,OECD - Total,ENER_IND,4604703.5
2017,OECD - Total,ENER_IND,4508756
2000,OECD - Total,ENER_MANUF,2268236.75
2001,OECD - Total,ENER_MANUF,2218767.5
2002,OECD - Total,ENER_MANUF,2227160.25
2003,OECD - Total,ENER_MANUF,2221767.5
2004,OECD - Total,ENER_MANUF,2240701.75
